p,prev_price,t,x1,x2
159.00247594870794,158.76777245696584,33,0.6049953364560168,1.2063341610108373
158.81572071629202,159.00247594870794,34,3.0224576540262404,0.05356954410478312
158.53609759053657,158.81572071629202,35,0.9667488059652076,-0.2144508102692852
158.32320011362793,158.53609759053657,36,1.1355358129111446,-0.29837575769418084
158.47470515244777,158.32320011362793,37,-0.702195973069573,0.8907439486426073
158.39186825948957,158.47470515244777,38,1.8394445014414433,-0.22035645709927
158.41343292015907,158.39186825948957,39,0.43984881675730525,0.039178763814380575
158.0606550800099,158.41343292015907,40,2.7005663077238395,0.5264914124147877
157.78399803854592,158.0606550800099,41,2.446055253463377,-0.04182655893314368
157.5317867840791,157.78399803854592,42,2.335930677690912,0.13814640404586645
157.5048219396364,157.5317867840791,43,0.6955984662894289,-0.2432456694827333
157.1202334868036,157.5048219396364,44,2.4999973360250554,0.2230432388585788
157.31633684752498,157.1202334868036,45,-0.2549970235738439,0.6014272609859153
157.32804325113577,157.31633684752498,46,0.8709295322029152,0.2841576650501995
157.31259863490902,157.32804325113577,47,1.4715460681689432,0.4126405302720368
157.26182426886143,157.31259863490902,48,1.7053847442557637,-0.3692761465085666
157.505073963789,157.26182426886143,49,-0.8219035142387425,0.03915261963647107
158.6762716610242,157.505073963789,50,1.0282598003789105,-2.4397870097170813
159.40239273493876,158.6762716610242,51,1.8182808785117417,1.9053464274866851
159.15328811810488,159.40239273493876,52,1.3487844252453134,-0.27198780951643436
159.22357648204334,159.15328811810488,53,2.0636420543315923,-0.9551052179901884
159.31653175908215,159.22357648204334,54,-0.2437484290167058,-0.4837691099404232
159.05768673360973,159.31653175908215,55,1.3990841607650022,0.04329916440915457
158.86824519324597,159.05768673360973,56,0.9104376703377799,-0.6304960432011253
158.862370891184,158.86824519324597,57,0.02881397433372046,0.17397821841771777
158.6152347126556,158.862370891184,58,1.0961287458310947,0.1916083831147452
158.18075285859186,158.6152347126556,59,0.973174340664536,-0.14171571973072022
158.13170527803763,158.18075285859186,60,0.4986611429648642,-0.2805470762975906
158.26933002096197,158.13170527803763,61,0.2232615135626005,-0.011897593826926097
158.32945988726235,158.26933002096197,62,1.2134813078399267,-0.9621896684533905
158.07468657911002,158.32945988726235,63,2.360809576425005,0.7996625741749815
158.13940447084843,158.07468657911002,64,0.4743711392160417,-0.6256774894000712
158.19229779782555,158.13940447084843,65,1.6195849136475473,0.3004706208643389
158.15820861305562,158.19229779782555,66,1.0789091616264361,0.634084981308425
158.17912375827078,158.15820861305562,67,1.1977498872446812,-0.4534765209647664
158.19144773368458,158.17912375827078,68,0.6212793442393549,-0.3209074676946867
158.36006002424696,158.19144773368458,69,1.8237796619137372,-0.6769674633889999
158.0380548297981,158.36006002424696,70,1.1849044967538722,0.0774643615243665
157.95482261569003,158.0380548297981,71,1.2629146232381585,-0.11616454380298545
157.64649364915698,157.95482261569003,72,1.8063445532962548,-0.16848891270472305
157.57968456082293,157.64649364915698,73,0.7782201179789432,0.03141858284470392
157.6907230507966,157.57968456082293,74,0.5966695011586421,-0.8125532747820614
158.0895955956412,157.6907230507966,75,-0.03314997767662775,-1.474334763813345
157.87502112951202,158.0895955956412,76,-1.4385444604746715,0.3794284543108308
157.86240663889797,157.87502112951202,77,1.1689682420886507,0.5215916474655143
157.762672052932,157.86240663889797,78,0.10529129230494116,0.13859738088975534
157.5856902254579,157.762672052932,79,0.9433472318833146,-0.030162372646788557
157.33028145670642,157.5856902254579,80,1.237235773418839,0.02821635642687919
157.02743541772327,157.33028145670642,81,2.3686299193412292,0.7358732135211489
157.1011852585638,157.02743541772327,82,0.6215259315577795,-0.036171332444586986
156.992500923467,157.1011852585638,83,0.6220419454143875,-0.8918615997729122
156.59917160100855,156.992500923467,84,3.136996108670865,0.19536046919309202
157.05471460369102,156.59917160100855,85,-0.25130613603354846,-1.6802018606066464
157.26661484736132,157.05471460369102,86,2.319906052572385,-0.9575464027837705
157.16661752456963,157.26661484736132,87,0.4327490802041647,-0.012677758428306147
157.431845848749,157.16661752456963,88,2.18090818709654,-0.9032141129445175
157.28999038126156,157.431845848749,89,1.656803952200455,-0.4237596780460134
157.12558595432662,157.28999038126156,90,0.8045472480143269,0.049552401513567185
157.00600979923877,157.12558595432662,91,2.1024799004098664,-0.30857077512436965
156.69578072428135,157.00600979923877,92,1.6061959811364246,0.009625821833495652
157.15076571313364,156.69578072428135,93,2.545123610672145,-1.6738186146194043
157.0794979150444,157.15076571313364,94,1.4646491435673181,0.7480441378317514
156.91311894685288,157.0794979150444,95,0.9374554211245413,-0.103610572746155
156.8149543862269,156.91311894685288,96,0.6725245175364045,-0.24783119227271028
156.59585105569144,156.8149543862269,97,0.5651720990165383,0.09370047212192334
156.7932680246909,156.59585105569144,98,-0.6063436172017007,0.0241826947650671
156.78036557149494,156.7932680246909,99,2.0463357255196764,-0.7099283416391295
156.85631593460963,156.78036557149494,100,0.9878641241665398,-1.0487334742584953
156.8917626028575,156.85631593460963,101,1.7500805058049544,-1.2519267617810423
157.0348508412886,156.8917626028575,102,0.3163683490167907,0.07952440314885906
156.9603413099634,157.0348508412886,103,0.5041344557032369,-0.031145792829952487
156.79747622221072,156.9603413099634,104,-0.49510350714907436,-0.004856454884340108
156.86571520177947,156.79747622221072,105,-0.4473200316882646,-0.14632512140232765
156.8960273971681,156.86571520177947,106,0.4370952249772544,0.5264095459989263
156.97268294702258,156.8960273971681,107,1.035324776206351,0.12550671966119412
157.41544765471906,156.97268294702258,108,-0.4980175192162575,-1.1771874038505137
157.33887793462526,157.41544765471906,109,0.808285763311944,-0.6172807792382237
157.45411730605014,157.33887793462526,110,1.377401036095601,-0.13216761348146755
158.19906048830921,157.45411730605014,111,0.5966764744810038,-1.7025276170206118
158.3590880835651,158.19906048830921,112,1.117428651427552,1.3087728206503668
158.1260030475932,158.3590880835651,113,1.0811482658077116,-0.12934493583035508
158.07202047134842,158.1260030475932,114,0.60661358076839,-0.4883655155674746
157.914412035642,158.07202047134842,115,-0.5868525689673545,0.14851891543967352
157.98883043550626,157.914412035642,116,-1.08810989541219,0.0064039139019354705
157.9590939648473,157.98883043550626,117,0.7745551898518106,-0.001391913928431281
157.56137191846184,157.9590939648473,118,1.5916705507631956,0.608381158359431
157.61572241060824,157.56137191846184,119,1.8227736150271059,-0.827637760924084
157.37360170807042,157.61572241060824,120,1.1632300757118401,-0.05325940480539667
157.47325004553068,157.37360170807042,121,1.5704809892529172,-0.14536217326775502
157.2548067783683,157.47325004553068,122,0.5935585117140523,0.5484181681722798
157.1668675415644,157.2548067783683,123,-0.3151454328350791,0.08402946531919361
156.91406168459545,157.1668675415644,124,0.9416445408483228,0.02528686481015456
156.98544944220689,156.91406168459545,125,0.808316013457222,-0.33994611224937715
156.9970835449509,156.98544944220689,126,0.6471692681813852,-0.8502928883524622
156.87431407794088,156.9970835449509,127,0.9213000413260982,-0.6277826474506079
157.9174026030905,156.87431407794088,128,3.136420157790899,2.5855502983666416
157.6253263389939,157.9174026030905,129,0.5496334653527694,0.04913810375974618
157.51350745260726,157.6253263389939,130,1.3806688859810141,0.6964820922175154
157.2809716184023,157.51350745260726,131,2.5161863031817524,-0.6201283683728784
157.4209552747823,157.2809716184023,132,0.5549869452669101,0.17039416808559202
157.37176547666934,157.4209552747823,133,1.2292253076180228,0.37843404363618144
157.2325467011842,157.37176547666934,134,1.3070257972521473,0.0387284411638012
157.34239247229758,157.2325467011842,135,-0.23526673360789507,0.2782374081556525
157.0960419283455,157.34239247229758,136,1.2123705013395056,-0.013968339408415686
157.17166838634571,157.0960419283455,137,1.8781056713332198,0.14118535489406397
156.9653891858033,157.17166838634571,138,1.3531541865891255,-0.013173287211016432
156.95397577623925,156.9653891858033,139,-0.2433403375613985,0.20033382055011117
156.90896042274244,156.95397577623925,140,0.9360902253735235,-0.6176033239636118
156.909980817279,156.90896042274244,141,-0.7816632099808982,0.15999737897919447
156.64803878983952,156.909980817279,142,2.68816990274352,0.04357075153891537
156.68863393377106,156.64803878983952,143,0.7126015345979867,-0.07135609225258834
156.98967924680565,156.68863393377106,144,1.4230126678599335,-1.5064897348099586
157.17040778070847,156.98967924680565,145,0.30788769233919266,-1.464551529806951
157.51874933283167,157.17040778070847,146,-0.571783372444485,-0.8098813618336869
157.51019205315802,157.51874933283167,147,1.0971121866754545,0.5571796701372628
157.48083984976415,157.51019205315802,148,2.1483929880532946,-0.6515818173487338
157.41628277113378,157.48083984976415,149,1.1941847993373538,0.8638548226143389
157.32414285029336,157.41628277113378,150,0.9863325075603947,-0.4692761056276097
157.19946257067605,157.32414285029336,151,0.19694255749451395,-0.04940927891410964
157.37254198832463,157.19946257067605,152,-0.8317391906163525,-0.8130406057832479
157.47214964585015,157.37254198832463,153,-0.18538246269726621,0.2533366854985127
157.51831924317696,157.47214964585015,154,0.6295051523079056,0.17514870658580053
157.21886214014705,157.51831924317696,155,1.13167293736632,0.4272818030557855
157.50726579698213,157.21886214014705,156,-0.7732805336696675,0.2166650641612649
157.6496692007763,157.50726579698213,157,1.5015036833879565,-0.16721731906833914
157.38175327355887,157.6496692007763,158,1.5195435004974829,0.6989715507013258
156.78967833406583,157.38175327355887,159,2.4741696099532673,-0.2886510503225608
156.75967441482305,156.78967833406583,160,0.5411427227461255,-0.3482776016235691
156.81740557444056,156.75967441482305,161,-0.17338118419805326,-0.22486357837491955
157.097139950481,156.81740557444056,162,-0.2835500629195029,-0.9748205036813952
157.0061157261556,157.097139950481,163,2.6278138263547035,-0.050737604247252516
157.18822553936275,157.0061157261556,164,0.042142703407776705,0.595191846579167
156.91333663337318,157.18822553936275,165,2.1362867471095366,-0.1732219307943345
157.12021417636439,156.91333663337318,166,0.6534100055920447,1.0464466601421314
156.67454959311962,157.12021417636439,167,2.5106407436354905,0.18799980873753908
156.64581511249324,156.67454959311962,168,0.5924231089540148,0.5113910744932643
157.07689183188936,156.64581511249324,169,1.6019412243714175,-1.1835839828364496
157.0964891031446,157.07689183188936,170,1.945709527580179,-1.129223859137538
157.04717897611016,157.0964891031446,171,1.6096987025497396,0.3579580480673039
157.18861006779855,157.04717897611016,172,0.12442809487564066,0.3821046551175128
157.11132102545486,157.18861006779855,173,2.4239981940017907,-0.06501315883782383
157.00725714466668,157.11132102545486,174,0.7033327691299862,0.038932960036184516
156.79631069037026,157.00725714466668,175,1.2884595763054008,-0.5537872332043399
156.89792558117009,156.79631069037026,176,2.151368752414253,0.5098965112547145
156.9523738567957,156.89792558117009,177,1.5125736796468074,-0.11244196552686982
157.14832042039706,156.9523738567957,178,1.258109875557326,0.686220687705857
156.9694999625485,157.14832042039706,179,1.4381398645220222,0.7147516465305402
156.82053652027813,156.9694999625485,180,2.820314023173038,-0.5329133438260004
156.86608283830773,156.82053652027813,181,0.22450600094651518,-0.043037574596520765
156.71263309912126,156.86608283830773,182,-0.313033576837358,-0.5536314772440661
157.1826414180107,156.71263309912126,183,2.7712608359210096,1.8812211118731794
157.47757751027447,157.1826414180107,184,-1.5533341451232023,0.35974252918480054
157.38048183689187,157.47757751027447,185,1.4485039058312281,-0.4076905268615364
157.0081420772254,157.38048183689187,186,2.0629005094306545,0.5477319121453201
157.3869838528077,157.0081420772254,187,0.9457784194437548,-0.8157870922103415
157.39299202053792,157.3869838528077,188,0.4900172385896563,0.20022650596329863
157.13880972409362,157.39299202053792,189,1.4047761718524021,0.30299857321694623
157.291749154178,157.13880972409362,190,0.18308363867708066,0.1511314908484881
158.21613103096007,157.291749154178,191,1.9756035037594075,-1.9026798692486602
158.08622528822733,158.21613103096007,192,2.0383557891587345,-0.09010172158508813
158.05688512792628,158.08622528822733,193,1.3051620578426104,0.7588131990252929
157.91492545861647,158.05688512792628,194,1.5294829524108389,-0.032187172776438386
157.91646085212915,157.91492545861647,195,1.0612124174558484,0.551980644109837
157.4024325277761,157.91646085212915,196,2.4101392585635057,0.23676070034674937
157.2062253433722,157.4024325277761,197,2.133302794168375,-0.22027830433604204
157.31444118062407,157.2062253433722,198,0.976463366098472,-0.4959069545032961
157.1099593981048,157.31444118062407,199,-0.855711378256061,0.789578639106354
157.01875589908443,157.1099593981048,200,1.9310595280432605,-0.19457544050032471
157.8638169881115,157.01875589908443,201,-0.0806789627629716,2.114415168606907
157.83849374795514,157.8638169881115,202,0.19098806735226226,0.4541003333494357
157.8493938980008,157.83849374795514,203,-0.6988850370106934,0.7570130106081023
157.64807314255708,157.8493938980008,204,1.861410527860203,-0.3115415137166202
157.62589706690744,157.64807314255708,205,2.0703275707026405,0.5799612437496474
157.44511672370183,157.62589706690744,206,2.02988876696575,0.4578701066805504
157.4451266273004,157.44511672370183,207,0.24512800918036948,-0.7326853190885734
157.53246181134475,157.4451266273004,208,0.5639610400066943,-0.4510074666293442
157.53663036015735,157.53246181134475,209,0.4200757733800178,1.118674820966927
157.32338673951753,157.53663036015735,210,2.216345070645394,1.0703331868028974
157.25339153768425,157.32338673951753,211,0.5251550438433867,-0.04552091687211482
157.22554890286284,157.25339153768425,212,1.6421688626051147,-0.4967721323712666
157.68436069949283,157.22554890286284,213,-0.39379079666428596,-0.22062173126210013
157.48500133820215,157.68436069949283,214,1.2562752452676051,0.14519326891020892
157.30901384154072,157.48500133820215,215,2.814422872461403,0.3845376812129016
157.2332355712345,157.30901384154072,216,1.1208217648680034,0.4709289439743132
157.13901671218062,157.2332355712345,217,1.658624775776678,-0.4591360820168903
156.9190434982506,157.13901671218062,218,1.390094123279897,0.022971998170223336
156.8539969789207,156.9190434982506,219,1.4571347846720903,-0.3839602716621731
156.81094560346065,156.8539969789207,220,1.636845529133507,0.1620952604053432
156.85196705958526,156.81094560346065,221,1.2137837932065758,-0.8062114325895544
156.83928812464598,156.85196705958526,222,-0.39442259781999445,0.04052039538849047
156.83908760699208,156.83928812464598,223,1.7808296200296723,-0.15397565805176766
156.779336553365,156.83908760699208,224,0.7320239248485605,1.1348976900344734
156.95736124201687,156.779336553365,225,1.2972022236237566,0.024875903335800267
157.14842117564643,156.95736124201687,226,0.35782140149750685,-0.11093729598130297
157.17255836469315,157.14842117564643,227,-0.6664656760415351,-0.3778754825357284
157.17878214655175,157.17255836469315,228,-0.9003537447762386,-0.5672965280829119
157.25829515532467,157.17878214655175,229,1.0214687836213516,0.947611186773188
157.48030136191954,157.25829515532467,230,1.0057640489232063,0.6694928440910121
157.2086442870983,157.48030136191954,231,1.7200354198910168,0.1284598418101802
157.17716577292265,157.2086442870983,232,0.5618423359264386,-0.10435998658979584
157.22216572448102,157.17716577292265,233,-0.5793282093812615,-0.7899250725244172
156.79114171698652,157.22216572448102,234,2.813423908858363,0.4661351386141154
156.7957664386709,156.79114171698652,235,2.216319479760389,0.7740788593578125
156.9644861605771,156.7957664386709,236,-0.708672678511425,-0.21596717868167598
156.82153168981887,156.9644861605771,237,1.8723319518571495,-0.44224734617557954
156.61552609055042,156.82153168981887,238,1.2680490442065853,-0.22108498940224855
156.76923489898726,156.61552609055042,239,0.5888974146258248,0.4755343816645591
157.58782911180873,156.76923489898726,240,0.2796785468254591,-1.4915682256337797
157.52473181438228,157.58782911180873,241,2.327186435937341,1.1808748321198128
157.37572422912473,157.52473181438228,242,-1.0345616950863148,0.059071440535791164
157.43971993242883,157.37572422912473,243,1.340615428113452,-0.37864688787585077
157.26319310043328,157.43971993242883,244,2.775065331675025,-0.30623220106943
157.05063990269025,157.26319310043328,245,1.6391731490914112,-0.5651796126552123
156.96983639676256,157.05063990269025,246,1.4868498045082448,0.9863688299230066
156.78608825490934,156.96983639676256,247,1.473578146267249,-0.34090116659897923
157.36391178645582,156.78608825490934,248,0.49299220560579426,1.7034438427522551
157.32834163119156,157.36391178645582,249,0.8650091931138766,-0.5329455082005774
157.4817203734089,157.32834163119156,250,-0.07576290801353691,0.5304245702809008
157.47146791178983,157.4817203734089,251,0.8315126088830191,-0.1610781539206812
157.1540347870276,157.47146791178983,252,1.0650731746206554,-0.16384049828622588
156.73215861353808,157.1540347870276,253,2.263912294927475,0.4867646751133143
156.73236178820474,156.73215861353808,254,0.6845314989574404,0.11555069623804577
156.63816648054112,156.73236178820474,255,0.7048904947495616,-0.4465178126436659
156.413471677034,156.63816648054112,256,2.573827225986383,-0.5350738302177738
156.50571286933285,156.413471677034,257,0.5156743430320069,-0.023261179405056204
156.34432669117098,156.50571286933285,258,2.3400178079515133,0.7064463792184353
156.5674464555973,156.34432669117098,259,1.0537563341718745,0.20335308443333985
156.373245060752,156.5674464555973,260,1.6776689778490064,-0.46400243028077665
156.63220478500264,156.373245060752,261,-0.9084057225320752,-0.8612706564010046
156.357283175743,156.63220478500264,262,2.042392074535877,-0.509912280901763
156.21598548403657,156.357283175743,263,0.37753013505347643,-0.11688815865380207
155.87815837242456,156.21598548403657,264,1.3130219746704688,-0.1842599166807306
156.2634449821214,155.87815837242456,265,0.7816894241004826,1.584638276226074
156.2698193735883,156.2634449821214,266,0.665231062698731,-0.13115650322397718
156.27377155484487,156.2698193735883,267,0.019069983449963468,-0.28282900898569074
156.43649107691056,156.27377155484487,268,0.42032583584421257,-0.3526455288086275
156.63640567920223,156.43649107691056,269,1.270389423326091,1.2318565201258753
156.7192527070049,156.63640567920223,270,1.6339811969476399,-0.338282514971953
156.42373349337723,156.7192527070049,271,1.6567875347166132,0.4136164256724275
156.44085226605847,156.42373349337723,272,1.7552129965532965,0.5843407658317336
156.1381734421558,156.44085226605847,273,2.5354587762421508,-0.1036314666927338
155.83759824048406,156.1381734421558,274,1.8902562698885106,-0.1668385668491607
156.02700814276992,155.83759824048406,275,1.174930865089694,-1.099373748937582
155.9189445439514,156.02700814276992,276,0.1744031791752445,0.053158174484272805
155.84138307538103,155.9189445439514,277,0.17445068412630216,0.03953209817063845
155.7580737603668,155.84138307538103,278,0.1018804228044835,1.0911673288489963
155.82832421167208,155.7580737603668,279,0.622712536981989,-0.07815978102394013
155.6605129428144,155.82832421167208,280,1.41162356163411,0.7855457872496054
155.31372334280934,155.6605129428144,281,1.206164190701479,-0.4272305094718452
155.0352596380785,155.31372334280934,282,2.4371164666574168,0.14269157092554557
154.673378058916,155.0352596380785,283,0.5550322807579072,-0.15087130754634678
154.87787277777804,154.673378058916,284,1.2711203142233112,-0.49654317012362315
155.09251402752506,154.87787277777804,285,0.16453209135089952,-0.8407378503843077
155.1807570593429,155.09251402752506,286,-0.7131755030842122,-0.24088061125369456
155.0945580986849,155.1807570593429,287,1.0534109411132788,-0.2916747483980875
155.1132332522024,155.0945580986849,288,1.3215022067946078,-0.7208942955844719
154.82353352283738,155.1132332522024,289,1.6205675674684936,0.5971274509400261
154.82568078575983,154.82353352283738,290,2.07873781565828,0.5652865581129336
154.7382322851789,154.82568078575983,291,1.9986300735599145,-0.12154706969708146
154.72794431207413,154.7382322851789,292,0.7186619305318288,-0.6850507466379784
154.41740744064674,154.72794431207413,293,0.6172283332690862,0.27953281747525266
154.47042860147295,154.41740744064674,294,1.2208867280310598,0.12026578128878153
154.1251892753567,154.47042860147295,295,2.863650042819229,0.415101195427841
154.1445516639622,154.1251892753567,296,-0.4497636739467312,0.4719468467482401
154.25067336984245,154.1445516639622,297,1.1228733927302132,0.8703853181953751
154.49386302391207,154.25067336984245,298,-0.9879096562235554,-0.5563709546579
154.28918272906327,154.49386302391207,299,1.2750205787099018,0.02250143400082786
154.25442033700256,154.28918272906327,300,1.4281803572100527,-0.5271066899579334
155.22515298203783,154.25442033700256,301,0.7890396767385832,2.232530789245583
155.0369378515064,155.22515298203783,302,1.1224498505470097,0.6270844412362094
155.03811842318535,155.0369378515064,303,-0.5728147747004055,0.027846746594911466
154.95363509644923,155.03811842318535,304,1.9309269658452237,-0.95263860296872
155.06529035946792,154.95363509644923,305,-0.8338492536865347,-0.38772102313107254
155.32438321300683,155.06529035946792,306,0.2755016611769593,1.1261684872161333
156.71424209875545,155.32438321300683,307,0.4715079446216264,2.615321423209383
156.56448344146133,156.71424209875545,308,1.2762793714872354,0.5710495538288829
156.30483213139735,156.56448344146133,309,2.2028190427843217,0.11400007757883415
156.04619806472715,156.30483213139735,310,0.8285423362665093,-0.37842474653485003
156.2090401070006,156.04619806472715,311,-0.8119008403323211,-0.34351642690271106
156.06719710984387,156.2090401070006,312,1.447989984497956,-0.13248751412817156
155.98102745738308,156.06719710984387,313,0.22608056402135102,0.08529152634345523
155.9228846613754,155.98102745738308,314,2.2117591491183735,-0.11895776793036622
155.5728703710754,155.9228846613754,315,2.039390729709579,0.5536046457325342
155.7353834071761,155.5728703710754,316,-0.672384863992322,-0.2895247289425375
155.50812011612044,155.7353834071761,317,1.5392353038884368,0.6863326314584856
155.44735797376148,155.50812011612044,318,1.9150715234137214,0.46913766277258273
155.2442433428171,155.44735797376148,319,-1.199546471025657,-0.38721116844706804
155.2321811152493,155.2442433428171,320,0.7762611949879995,-0.22380262118958172
155.24242163061905,155.2321811152493,321,0.35977947152557044,-0.2593170772500447
155.12380023299735,155.24242163061905,322,0.9151992105056296,-0.11124159213563563
155.28468581279847,155.12380023299735,323,1.0282848486118268,0.6604520213172587
155.09298475982433,155.28468581279847,324,2.596680706178634,-0.020055283271051733
155.19834498016849,155.09298475982433,325,0.8149078307799434,-0.8868522899715287
154.87603691608015,155.19834498016849,326,0.700689547559619,-0.5939910214757986
155.05605643033184,154.87603691608015,327,0.9597095737554305,-0.2536007473173821
154.9617315347237,155.05605643033184,328,1.5038502134590601,0.41121668274228307
154.7474785169933,154.9617315347237,329,0.26038352820256283,-0.4022197765621587
154.8430353137374,154.7474785169933,330,0.6034973605264887,0.7047227220822102
154.77094234261665,154.8430353137374,331,0.5517029623082547,0.42468825997190923
154.86751681858146,154.77094234261665,332,0.4239442933282779,-1.1495807071561979
154.92825586021308,154.86751681858146,333,0.543862948735444,-0.6116039396441794
155.0731452055875,154.92825586021308,334,0.43586956352758055,-1.0064121949226161
155.1443955979257,155.0731452055875,335,1.1709713845102037,-0.2649584662946769
155.14187953436456,155.1443955979257,336,1.5956384984517635,1.1762239727951278
155.2018461140829,155.14187953436456,337,0.7977065716630953,0.3858314224985305
155.00619318108542,155.2018461140829,338,0.6044597866080679,-0.12145100423014148
154.91331045317935,155.00619318108542,339,1.0405532197247482,0.044827567134528776
154.50982588499195,154.91331045317935,340,2.971457029795143,-0.8417461447415169
154.5781660863561,154.50982588499195,341,0.2420480637666459,-0.5134446974928365
154.87221900145335,154.5781660863561,342,2.2017704408817442,0.9834710657188106
154.74630973424695,154.87221900145335,343,0.5243742240105222,-0.4896715850378297
154.44973996551434,154.74630973424695,344,0.704758622936466,-0.48813104400356166
154.7681163398591,154.44973996551434,345,-0.3707125514494396,-0.08995935684371943
154.9787987588945,154.7681163398591,346,0.35780417448658874,-1.0827008293190608
154.90633878729835,154.9787987588945,347,-0.43528387587200124,-0.032019049249819534
155.36344227602498,154.90633878729835,348,0.14837915856592354,1.6472266360140282
155.39543980880563,155.36344227602498,349,0.66411211539454,0.5117120028985218
155.43018347566027,155.39543980880563,350,0.6079212645651861,-0.24368279821073793
155.40035816948696,155.43018347566027,351,0.7239283853624883,0.05539551224637191
155.3590937229219,155.40035816948696,352,2.074768170295087,1.152994334661479
155.33493769231995,155.3590937229219,353,0.30274326648823335,0.1967472287041198
155.34513322699334,155.33493769231995,354,0.5479438989724963,0.490705786951646
155.2843717009209,155.34513322699334,355,1.0151101623189553,-0.055799451321445974
155.2627962619633,155.2843717009209,356,0.9506337095086922,0.45090147372366873
155.26595173619586,155.2627962619633,357,0.8872878080775848,-0.6790901891805196
155.46941647020907,155.26595173619586,358,-0.21249508059949251,-0.6552622612660509
155.6147262803112,155.46941647020907,359,1.3476520469706392,-0.6592027419186816
155.49953297923838,155.6147262803112,360,1.0948082134633488,0.24424081794643482
155.0600912526103,155.49953297923838,361,1.2300608656728385,-0.3663045691476779
155.1708823315007,155.0600912526103,362,-0.0075735986088367735,-0.48538601802681625
155.15907658335382,155.1708823315007,363,2.773855044116277,-0.5193475597834981
155.4007081793973,155.15907658335382,364,0.26028975950301103,-0.050767695238699284
155.582223893514,155.4007081793973,365,1.0956616166540516,-0.9746045753204103
155.67347184539008,155.582223893514,366,0.6828210502472204,0.8094430151893377
155.71579972251882,155.67347184539008,367,0.6899469922547763,0.24970801853926364
155.59183934265448,155.71579972251882,368,0.448199162929357,-0.07107616574670549
155.59270731489528,155.59183934265448,369,0.4955701991278665,-0.12957093797195082
155.47936648733503,155.59270731489528,370,1.3823426892741613,-0.28127856233272797
155.56706040294387,155.47936648733503,371,0.8491751687770427,-0.9095407232184404
155.06946989183413,155.56706040294387,372,3.5952669453191533,-0.27858978000890416
155.1431441244113,155.06946989183413,373,0.8123434503013315,-0.6796950883315733
155.0511184034046,155.1431441244113,374,1.4851706265614384,0.10919268063355268
154.9867417109636,155.0511184034046,375,1.0276269405660878,0.12197801787218274
154.80339985287114,154.9867417109636,376,2.2412577641993545,-0.6694408878710564
154.84349180413884,154.80339985287114,377,0.5445410548555906,-0.337671426324059
154.7846376114572,154.84349180413884,378,0.4634042839834339,-0.3566983006045953
154.6838947088242,154.7846376114572,379,1.130685310776949,0.15269622627702753
154.49374908649241,154.6838947088242,380,0.5217902184256322,0.5361896663531133
154.34391803639818,154.49374908649241,381,-0.1362767432708205,-0.3327170627559538
154.30870145803598,154.34391803639818,382,1.8359011850912483,0.14904768542670252
154.60863749008044,154.30870145803598,383,-0.7857325738841383,-0.9512030855449795
154.9092666508792,154.60863749008044,384,-0.05367174596466784,0.3403666268129894
